id,created_at,name,lng,lat,visible,description,material,type,category,author,year,place,wiki_url,image_url
214,2025-03-13 20:49:41.048723+00,Žena s glóbem,16.5943839,49.2086666,true,Postava nahé ženy stojící na glóbu se vztyčenou pravou rukou v které drží kachničku.,bronz,socha,Sochy,Václav Hynek Mach,1926,Ve vstupním prostoru Moravské zemské knihovny,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2200,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=243467&RECORD_ID=7518&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
215,2025-03-13 20:49:41.111164+00,Sv. Jan Nepomucký,16.6065128,49.1937302,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,,,kostel sv. Michala,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161336&RECORD_ID=11540&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
216,2025-03-13 20:49:41.167679+00,Gregor Mendel,16.5933728,49.1914205,true,"Mramorová socha Gregora Johanna Mendela byla slavnostně odhalena roku 1910 na Klášterním (dnešním Mendlově) náměstí. Na vznik sochy finančně přispělo 150 přírodovědců z celého světa. V 50. letech 20. století hrozilo, že bude socha zničená. Podařilo se jí ale zachránit a umístit do klášterní zahrady, kde stojí dodnes.",,pomník,Pomníky a památníky,Theodor Charlemont,20. stol.,V klášterní zahradě,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164949&RECORD_ID=11541&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
217,2025-03-13 20:49:41.223915+00,Panna Marie Křtinská,16.6294862,49.2025426,true,Monumentální sousoší Panny Marie s děťátkem na barokním odstupňovaném soklu.,,socha,Sochy,,,U kostela na rohu Lazaretní a Zábrovické,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=40736&RECORD_ID=11577&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
218,2025-03-13 20:49:41.283822+00,Sloup neposkvrněného početí Panny Marie,16.595354,49.1828568,true,Památkově chráněno.,,sloup,Pomníky a památníky,,,Park Vídeňská-Vojtova,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=163388&RECORD_ID=11578&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
219,2025-03-13 20:49:41.339443+00,Pieta,16.5953864,49.1851056,true,,,sousoší,Sochy,Ondřej Schweigl,,Před kostelem sv. Leopolda,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=163374&RECORD_ID=11579&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
220,2025-03-13 20:49:41.395675+00,Sv. Jan Nepomucký,16.5269835,49.2253702,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=44795&RECORD_ID=11584&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
221,2025-03-13 20:49:41.445938+00,Památník s areálem zříceniny kaple sv. Kříže,16.622069,49.2481311,true,Na místě zůstal zachovaný pouze žulový kvádr bez nápisové desky.,,pomník,Pomníky a památníky,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=40737&RECORD_ID=11589&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
222,2025-03-13 20:49:41.505342+00,Sv. Václav,16.6069653,49.1937862,true,Na jednoduchém pískovcovém soklu s římsou stojí postava sv. Václava v životní velikosti. Barokní socha je součást souboru soch moravských a českých patronů umístěných před hlavním průčelím kostela sv. Michala na Dominikánském náměstí.,,socha,Sochy,Josef Winterhalder st.,,Kostel sv. Michala,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161357&RECORD_ID=11591&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
223,2025-03-13 20:49:41.554869+00,Litinová kašna,16.6057222,49.1966763,true,"Jedná se o kopii původního pítka pro koně z třetí čtvrtiny 19. století. Pítko tvoří široká mělká mísa usazená na kanelovém sloupkui se čtyřmi psími hlavami u paty. Ze sloupku, vyrůstajícího z jejího středu, jsou vedeny dva kohoutky, zdobené motivem dračích hlav. Na místě hlavice jej ukončují čtyři koňské hlavy, na jeho vrcholu je posazena dekorativní prstencovitá mísa. Celou kompozici završuje mísa ve tvaru mušle.",,kašna,Vodní prvky,,,Před hotelem Avion,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=40738&RECORD_ID=11592&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
224,2025-03-13 20:49:41.607769+00,Karel Starší ze Žerotína,16.6060167,49.1937506,true,Karel ze Žerotína byl moravský zemský hejtman. Busta je památkově chráněná.,,busta,Sochy,Vincenc Makovský,,Nádvoří Nové radnice,https://encyklopedie.brna.cz/home-mmb/?acc=profil-objektu&load=240,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161300&RECORD_ID=11593&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
225,2025-03-13 20:49:41.6635+00,Kašna Rok,16.605882,49.1939078,true,"Kašna na nádvoří Nové radnice byla původně zhotovena pro Výstavu soudobé kultury v Československu v roce 1928. Základnu tvoří žulová kruhová deska na níž nasedá kašna kalichovitého tvaru ze sulpíkovického mramoru s kovanou mříží s alegoriemi řemesel. O této kašně se traduje, že tomu, kdo ji celou obejde, určí přesně jednotlivé měsíce, které zobrazuje a něco si při tom v duchu přeje, se jeho přání do roka a do dne vyplní.",,kašna,Vodní prvky,"Josef Stejskal, Josef Pešek",,Nádvoří Nové radnice,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=40749&RECORD_ID=11594&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
226,2025-03-13 20:49:41.720868+00,Sv. Metoděj,16.6069716,49.1936396,true,Barokní socha sv. Metoděje je součást souboru soch moravských a českých patronů umístěných před hlavním průčelím kostela sv. Michala na Dominikánském náměstí.,,socha,Sochy,Josef Winterhalder st.,,kostel sv. Michala,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161365&RECORD_ID=11595&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
227,2025-03-13 20:49:41.769436+00,Sv. Cyril,16.6069871,49.1935906,true,,,socha,Sochy,Josef Winterhalder st.,,kostel sv. Michala,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161367&RECORD_ID=11596&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
228,2025-03-13 20:49:41.818136+00,Sv. Ludmila,16.6070108,49.1936919,true,"Na jednoduchém pískovcovém soklu s římsou je umístěna socha světice v životní velikosti, oděna v bohatě nařaseném rouchu. Na hlavě má roušku se zbytkem koruny, kolem krku má pevně zdrhnutý závoj. Hlava je natočená k pravé ruce, ve které držela palmovou ratolest.",,socha,Sochy,Josef Winterhalder st.,,kostel sv. Michala,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161360&RECORD_ID=11597&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
229,2025-03-13 20:49:41.879914+00,Nejsvětější Trojice,16.6082667,49.1921734,true,"Na čtyřstupňové čtvercové základně s novodobou kovovou ohradou stojí uprostřed hranolový sokl křížového půdorysu s projmutými bočními stěnami s rostlinným motivem, profilovou patkou, vrchní římsou a zlacenými nápisy na čelní a zadní straně. Na soklu stojí pylon se dvěma mohutnými volutami u paty, zdobený obláčky a završený sousoším – Nejsvětější Trojice. Na volutách u patky pylonu klečí z každé strany postava andílka, před pylonem stojí na soklu s rostlinným dekorem socha Immaculaty, ze zadní strany pak socha sv. Jana Nepomuckého. Před sloupem jsou umístěny na hranolových soklech postavy sv. Primitiva ( pohledově vlevo ) a sv. Konstantina, které dotvářejí celou kompozici sousoší(pohledově vpravo).",,sousoší,Sochy,Antonín Schweigl,,Zelný trh,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164347&RECORD_ID=11598&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
230,2025-03-13 20:49:41.941065+00,Mariánský morový sloup,16.6077775,49.1952738,true,"Morový sloup je monumentální kamenosochařskou prací, sestávající z architektonické části a sochařské umělecké výzdoby. Těžištěm celého díla je mohutný, široký čtyřboký hranolový podstavec. Na něm uprostřed, na dvoustupňové základně, stojí další, menší čtyřboký hranolový podstavec, na němž již spočívá samotný korintský sloup, vrcholící sochou Panny Marie. V rozích jsou na spodním mohutném podstavci jsou osazeny sochy čtyř – morových patronů, každý na samostatném menším hranolovém soklu. Na čelní straně soklu se nachází grotta se sochou sv. Rosálie . Celé dílo je ohrazeno kamennou balustrádou na čtvercovém půdorysu.",,sloup,Pomníky a památníky,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164341&RECORD_ID=11599&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
231,2025-03-13 20:49:42.004928+00,Maršál R. J.  Malinovský,16.6145759,49.1959733,true,"Bronzová busta maršála Malinovského, která je osazena na hranolovém žulovém soklu vedle Domu umění.",,busta,Sochy,Vincenc Makovský,,"Před Domem umění, Brno-město",https://encyklopedie.brna.cz/home-mmb/?acc=profil-objektu&load=116,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161908&RECORD_ID=11600&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
232,2025-03-13 20:49:42.067172+00,Rudoarmějec,16.6086841,49.199476,true,Zvednutá ruka rudoarmějce symbolizuje gesto říkající: „Zastavte palbu“. Dílo bylo slavnostně odhaleno u příležitosti desátého výročí osvobození Brna.,,pomník,Pomníky a památníky,"Vincenc Makovský, Bohuslav Fuchs, Antonín Kurial",,Moravské nám.,https://encyklopedie.brna.cz/home-mmb/?acc=profil-objektu&load=205,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164956&RECORD_ID=11601&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
233,2025-03-13 20:49:42.11789+00,Merkurova kašna,16.6084928,49.1913827,true,"Merkurova kašna, též nazývaná Kašna čtyř živlů, byla monumentální barokní veřejná fontána vybudovaná na náměstí Svobody v letech 1693–1699 sochařem Ignácem Janem Bendlem. Kašna měla osmibokou nádrž o průměru cca 7,5 m a uprostřed stála 5,5 m vysoké sousoší: ve spodní části sochy byli vyobrazeni Neptun (voda) a Vulkán (oheň), dále Ceres s rohem hojnosti (země) a u vrcholu stojící Merkur jako symbol vzduchu i rozkvětu obchodu v Brně. Kvůli poškozením mrazem a povětrností byla kašna v roce 1867 zrušena; nádrž byla prodána a sousoší věnováno Moravskému zemskému muzeu, kde se dodnes nachází na nádvoří Biskupského dvora. Pozůstatek kašny je cennou historickou památkou, která dodnes reprezentuje propojení umění, techniky a symboliky v Brně.",,kašna,Vodní prvky,,,v zahradě Muzea,https://encyklopedie.brna.cz/home-mmb/?acc=profil-objektu&load=1305,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164965&RECORD_ID=11602&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
234,2025-03-13 20:49:42.167208+00,Sv. Jan Křtitel,16.6069319,49.1938028,true,"Socha světce stojí na jednoduchém ořímsovaném soklu. Svislé stěny soklu jsou orámované rýhou do tvaru kasule. Socha světce v životní velikosti je oděna do pláště přehozeného přes pravé rameno a svázaného při pravém boku. Socha je v mírném kontrapostu s nakročenou pravou nohou. Pravá ruka je pozdvižená, atribut, zřejmě křtící mušle, chybí. V levici drží světec kovový kříž. U jeho pravé nohy se nachází beránek s hlavou vzhlížející k nebi.",,socha,Sochy,Ondřej Zahner,,kostel sv. Michala,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161353&RECORD_ID=11603&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
235,2025-03-13 20:49:42.217825+00,Sousoší Piety,16.6020917,49.2256026,true,Na čtyřboké základně soklu se nachází střední vydutá část s nápisy na čelní a na bočních stranách.,,sousoší,Sochy,Ondřej Schweigl,,naproti Královopol.stroj,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=44797&RECORD_ID=12041&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
236,2025-03-13 20:49:42.265191+00,Sv. Florián,16.5968708,49.2246543,true,"Socha světce v životní velikosti stojí na jednoduchém soklu s římsou. Svislé stěny soklu jsou zdobené rýhováním do tvaru kasule. Světec je zpodoben jako římský voják, levicí se opírá o mlýnský kámen, pravici má ohnutou v lokti s dlaní obrácenou vzhůru. Svatý Florián byl římský voják a mučedník, který zemřel za pronásledování křesťanů pod císařem Diokleciánem. Podle legendy byl utopen v řece Enže poté, co odmítl zříci se své víry. Je patronem hasičů, kominíků a ochráncem proti požárům.",,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=44798&RECORD_ID=12043&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
237,2025-03-13 20:49:42.32045+00,Nejsvětější Trojice,16.6952551,49.2056879,true,,,sousoší,Sochy,,,Nám. Karla IV,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=166800&RECORD_ID=12048&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
238,2025-03-13 20:49:42.370513+00,Sv. Jan Nepomucký,16.5835641,49.1662696,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=40729&RECORD_ID=12050&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
239,2025-03-13 20:49:42.423742+00,Socha sv. Inocence,16.5807166,49.1710025,true,Socha světce stojí na jednoduchém hranolovém soklu s profilovanou římsou.,,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=39713&RECORD_ID=12051&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
240,2025-03-13 20:49:42.482657+00,Sv. Jan Nepomucký,16.6947434,49.2057728,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=166803&RECORD_ID=12054&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
241,2025-03-13 20:49:42.541117+00,Herkules,16.5779899,49.1869152,true,"Herkules (v řecké mytologii známý jako Herakles) byl slavný mytologický hrdina proslulý svou nadlidskou silou, odvahou a výdrží. Byl synem nejvyššího boha Dia a smrtelné ženy Alkmény, což z něj činilo poloboha. Jeho život byl plný těžkých zkoušek – nejznámější je tzv. dvanáct Herkulových úkolů, které musel splnit jako pokání za zabití své rodiny v záchvatu šílenství způsobeném bohyní Hérou.",,socha,Sochy,,,Výstaviště před Bauerovým zámečkem,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161287&RECORD_ID=12096&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
242,2025-03-13 20:49:42.589255+00,Sv. Jan Nepomucký,16.6217113,49.1872944,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,,,Pod platany (vedle MOTEC),,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=44791&RECORD_ID=12098&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
243,2025-03-13 20:49:42.637248+00,Sv. Jan Nepomucký,16.561957,49.1643551,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=44807&RECORD_ID=12102&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
244,2025-03-13 20:49:42.688629+00,Kříž (Socha ukřižování),16.5873464,49.1735799,true,,,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=167484&RECORD_ID=12104&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
245,2025-03-13 20:49:42.745531+00,Sv. Jan Nepomucký,16.670852,49.1475901,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=208264&RECORD_ID=12105&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
246,2025-03-13 20:49:42.801774+00,Sv. Kajetán,16.6708736,49.1476355,true,,,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=208260&RECORD_ID=12106&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
247,2025-03-13 20:49:42.853451+00,Zderadův sloup,16.6276112,49.1910848,true,Gotická Boží muka špičkové úrovně z druhé poloviny 14. století.,,sloup,Pomníky a památníky,úprava J. Arnolem,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=13085&RECORD_ID=12108&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
248,2025-03-13 20:49:42.905281+00,Sv. Florián,16.5287401,49.1766307,true,"Socha světce na hranolovém soklu s obvyklými ikonografickými atributy tj. praporcem a hořícím domem. Svatý Florián byl římský voják a mučedník, který zemřel za pronásledování křesťanů pod císařem Diokleciánem. Podle legendy byl utopen v řece Enže poté, co odmítl zříci se své víry. Je patronem hasičů, kominíků a ochráncem proti požárům.",,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=40731&RECORD_ID=12109&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
249,2025-03-13 20:49:42.957449+00,Sv. Jana Nepomucký,16.6529234,49.1354291,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=165852&RECORD_ID=12112&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
250,2025-03-13 20:49:43.015142+00,Sv. Jana Nepomucký,16.4859448,49.2068166,true,"Jedná se o sochu světce v životní velikosti s biretem na hlavě, s křížem a palmetou v levé ruce.",,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=44834&RECORD_ID=12113&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
251,2025-03-13 20:49:43.070927+00,Sv. Jan Nepomucký,16.5818806,49.2515191,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,sousoší,Sochy,,,U kostela,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161905&RECORD_ID=12115&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
252,2025-03-13 20:49:43.12759+00,Sv. Jan Nepomucký,16.6541837,49.1512472,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,J. A. Nesmann,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=208266&RECORD_ID=12120&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
253,2025-03-13 20:49:43.179639+00,Památník Rudé armády,16.5653097,49.1852381,true,"Památník ve tvaru obelisku, obložený deskami z leštěné žuly.",,památník,Pomníky a památníky,A Kurial a B. Hochman,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=166817&RECORD_ID=12179&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
254,2025-03-13 20:49:43.235211+00,Sv. Jan Nepomucký,16.5959895,49.2270912,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,,,u kostela sv. Trojice,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=166787&RECORD_ID=12183&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
255,2025-03-13 20:49:43.292027+00,Nový věk,16.5859219,49.1885504,true,"Socha Nový věk od akademického sochaře Vincence Makovského (ve spolupráci s architektem Františkem Cubrem) byla vytvořena pro československý pavilon na mezinárodní výstavě Expo 1958 v Bruselu, kde získala prestižní Velkou cenu světové expozice. Původně nazvaná Atomový věk, dílo znázorňuje alegorické postavy vědy (muž se svitky plánů) a zemědělství (žena s miskou plodů), spojené stylizovaným sluncem symbolizujícím rozvoj lidstva ve věku atomu.",,sousoší,Sochy,Vincenc Makovský,,Výstaviště (před hl.branou),https://encyklopedie.brna.cz/home-mmb/?acc=profil-objektu&load=1771,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161296&RECORD_ID=12221&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
256,2025-03-13 20:49:43.34401+00,Sv. Jan Nepomucký,16.604037,49.1937853,true,"Jan Nepomucký je jeden z mučedníků katolické církve. Působil jako generální vikář pražského arcibiskupa, dokud se neznelíbil českému králi Václavu IV. Volba nového opata kláštera v Kladrubech totiž proběhla s nesouhlasem krále, a tak byl Jan Nepomucký brutálně umučený na rozkaz Václava IV. Nakonec bylo tělo Jana Nepomuckého shozeno z Karlova mostu do Vltavy, kde dnes tragické místo připomíná socha světce. Jan je patronem českých zemí nebo Bavorska, dále kněžích, mlynářů nebo třeba lodníků. Sochy světce s typickými atributy – pěti hvězdami okolo hlavy, křížem v rukou, palmovou ratolestí nebo jazykem, najdeme takřka na každém kroku.",,socha,Sochy,Neznámý,,"V parku u Špilberk, při cestě od ulice Husova",,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=215887&RECORD_ID=12222&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080
