kod,x,y,nazev,popis_objektu,material,typ,druh,autor_dila,rok_vytvoreni,umisteni,url_odkaz_enc,obr_id1,obr_id2,obr_id3,obr_id4,obr_id5,obr_id6
12224,1848318.83566069,6307818.02447668,Italové zemřelí na Špilberku,,,pomník,Pomníky a památníky,"Mario Stanich-Sardi, Dino Soma",1925,V parku pod Špilberkem,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216016&RECORD_ID=12224&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216015&RECORD_ID=12224&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216014&RECORD_ID=12224&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216013&RECORD_ID=12224&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216012&RECORD_ID=12224&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,
12225,1848296.19327627,6307975.35477666,Pavel Křížkovský,,,socha,Sochy,František Fabiánek,1926,U vstupu do parku z ulice Údolní,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216020&RECORD_ID=12225&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216019&RECORD_ID=12225&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216018&RECORD_ID=12225&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,
12226,1847897.15742957,6308045.81026779,Christian d´Elvert,,,pomník,Pomníky a památníky,"Eduard Sykora, Alois Prastdorfer, Franz Dressler",,"Na zdi hradeb hradu Špilberk, pod glorietem",,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216027&RECORD_ID=12226&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216026&RECORD_ID=12226&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216025&RECORD_ID=12226&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216024&RECORD_ID=12226&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,
11,1848905.09975896,6307571.76314309,Kašna Parnas,"Nejslavnější brněnská barokní kašna, jejíž označení „Parnas“ vzniklo spíš omylem, protože studenti tehdejší jezuitské koleje považovali ženské sochy za múzy, které sídlily v řeckém pohoří Parnas. Kašna symbolizuje jeskyni a je bohatě zdobena alegorickými postavami a bájnými zvířaty",,kašna,Vodní prvky,"Jan Bernard Fischer z Erlachu, Antonín Riga a další",,Uprostřed Zelného trhu,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164362&RECORD_ID=11&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164363&RECORD_ID=11&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164368&RECORD_ID=11&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164367&RECORD_ID=11&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164366&RECORD_ID=11&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,
15,1848725.19632989,6309960.44572018,Kašna se sousoším tří puttů,,,kašna,Vodní prvky,Franz Melnitzký,19. stol. - 2. pol.,V parku za budovou volnočasového centra Lužánky,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175153&RECORD_ID=15&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175154&RECORD_ID=15&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175152&RECORD_ID=15&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175151&RECORD_ID=15&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,
16,1848625.2425591,6307691.40944673,Alegorie zimy,Alegorie zimy od Ignáce Lengelachera na nádvoří Domu pánů z Kunštátu.,,socha,Sochy,Ignác Lengelacher,,Nádvoří Domu pánů z Kunštátu,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=208258&RECORD_ID=16&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=208257&RECORD_ID=16&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,,
17,1849003.40600128,6307426.32976139,Sv. Josef z Leonessy,,,socha,Sochy,Jan Adam Nessmann,,Před kostelem Nalezení sv. Kříže,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190270&RECORD_ID=17&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190272&RECORD_ID=17&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190271&RECORD_ID=17&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,
19,1848996.72683183,6307424.06430458,Sv. Fidel ze Sigmarigen,,,socha,Sochy,Jan Adam Nessmann,,Před kostelem Nalezení sv. Kříže,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190274&RECORD_ID=19&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190273&RECORD_ID=19&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,,
20,1848990.87142661,6307422.20765246,Sv. František z Assisi,,,socha,Sochy,Jan Adam Nessmann,,Před kostelem Nalezení sv. Kříže,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190276&RECORD_ID=20&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190277&RECORD_ID=20&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190275&RECORD_ID=20&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,
21,1848984.10320157,6307420.28286675,Sv. Antonín Paduánský,,,socha,Sochy,Jan Adam Nessmann,,Před kostelem Nalezení sv. Kříže,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190278&RECORD_ID=21&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190280&RECORD_ID=21&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190279&RECORD_ID=21&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,
22,1848979.29419957,6307418.40918197,Sv. Felix z Cantalice,,,socha,Sochy,Jan Adam Nessmann,,Před kostelem Nalezení sv. Kříže,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190282&RECORD_ID=22&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190284&RECORD_ID=22&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190283&RECORD_ID=22&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,
23,1848974.54085731,6307416.67176554,Sv. Vavřinec z Brindisi,,,socha,Sochy,Čeněk Vosmík,,Před kostelem Nalezení sv. Kříže,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190286&RECORD_ID=23&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190289&RECORD_ID=23&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190288&RECORD_ID=23&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190287&RECORD_ID=23&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,
24,1845934.87310561,6310333.90681945,Vítězství nad fašismem,,,pomník,Pomníky a památníky,"Jiří Marek, František Chmelař",20. stol.,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=178260&RECORD_ID=24&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,,,
29,1847391.25487171,6305568.09331019,Loučení Krista s Marií,"Barokní sousoší z roku 1710, Loučení Krista s Marií. Památkově chráněné. Před gymplem na Vídeňské působí, jak kdyby si ho tam někdo na chvíli odložil a zapomněl... ",,sousoší,Sochy,Neznámý,,Před Gymnáziem Vídeňská v parku,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180898&RECORD_ID=29&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180900&RECORD_ID=29&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180899&RECORD_ID=29&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180897&RECORD_ID=29&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,
32,1848753.40468885,6307385.10876282,Sv. Barbora,,,socha,Sochy,Neznámý,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190267&RECORD_ID=32&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190268&RECORD_ID=32&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190266&RECORD_ID=32&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190265&RECORD_ID=32&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,
33,1848745.5455328,6307391.05343157,Sv. Jan Nepomucký,,,socha,Sochy,Neznámý,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190264&RECORD_ID=33&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190263&RECORD_ID=33&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190262&RECORD_ID=33&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,
34,1848699.23662463,6307398.6162827,Sv. Petr,,,socha,Sochy,Neznámý,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190256&RECORD_ID=34&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190257&RECORD_ID=34&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190255&RECORD_ID=34&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190254&RECORD_ID=34&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,
36,1848705.18108544,6307393.94911701,Sv. Pavel,,,socha,Sochy,Neznámý,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190261&RECORD_ID=36&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190260&RECORD_ID=36&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190259&RECORD_ID=36&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=190258&RECORD_ID=36&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,
6468,1840185.0766908,6313326.8793093,Jakub Obrovský,,,busta,Sochy,Miloš Axman a František Kočí,1988,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=93,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66024&RECORD_ID=6468&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66023&RECORD_ID=6468&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66022&RECORD_ID=6468&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6469,1839749.13843291,6313534.66586766,Žena s dítětem,,,socha,Sochy,Antonín Širůček,,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1352,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66039&RECORD_ID=6469&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66038&RECORD_ID=6469&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,
6471,1839646.12337613,6311878.51587814,Vysočina,,,socha,Sochy,Jiří Marek,1984,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1363,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161370&RECORD_ID=6471&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161373&RECORD_ID=6471&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161372&RECORD_ID=6471&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161371&RECORD_ID=6471&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161369&RECORD_ID=6471&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
6472,1840125.00869357,6312820.20160162,Postavy,,,sousoší,Sochy,Jiří Marek,,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2213,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66002&RECORD_ID=6472&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66003&RECORD_ID=6472&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66001&RECORD_ID=6472&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6477,1840116.34803718,6312779.65302094,Růže,,,socha,Sochy,Špaček,,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2214,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66005&RECORD_ID=6477&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66006&RECORD_ID=6477&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66007&RECORD_ID=6477&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66004&RECORD_ID=6477&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
6480,1839884.60312125,6314938.56117879,Oběti 2. sv. války,"Kamenný sloup na kónicky prohnutém podstavci; na přední straně deska, obdélná na šířku z černé leštěné žuly s rytým písmem",,pomník,Pomníky a památníky,,1955,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=180,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66049&RECORD_ID=6480&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,
6482,1838878.11907719,6314926.42250669,Oběti 1. sv. války v Kníničkách,,,pomník,Pomníky a památníky,"Eduard Černohlávek, Vil. Filkulka",1923,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=90,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71692&RECORD_ID=6482&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71694&RECORD_ID=6482&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71693&RECORD_ID=6482&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6487,1842894.50404112,6312584.02036698,Oběti 1. sv. války,,,pomník,Pomníky a památníky,,1924,,https://encyklopedie.brna.cz/home-mmj/?acc=profil_objektu&load=388,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=165216&RECORD_ID=6487&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,
6488,1842262.9997018,6312644.88450867,Mateřství,,,socha,Sochy,Antonín Širůček,1976,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1365,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66693&RECORD_ID=6488&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66692&RECORD_ID=6488&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66691&RECORD_ID=6488&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6491,1843292.4489568,6312387.13103435,Rozlet,,,socha,Sochy,,,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1349,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66684&RECORD_ID=6491&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66683&RECORD_ID=6491&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66682&RECORD_ID=6491&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6494,1844653.32973175,6315811.89248737,Oběti 1. a 2. odboje z Medlánek,,,pomník,Pomníky a památníky,,1993,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=129,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64098&RECORD_ID=6494&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64099&RECORD_ID=6494&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64097&RECORD_ID=6494&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6497,1841249.6583771,6308063.64568503,Hudba v kosmu,,kov,socha,Sochy,Sylva Lacinová,1985,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=861,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64573&RECORD_ID=6497&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64572&RECORD_ID=6497&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64571&RECORD_ID=6497&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64570&RECORD_ID=6497&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
6506,1847442.1724068,6320980.91594985,Obětem 1. a 2. sv. války,,,pomník,Pomníky a památníky,,1920,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=398,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97278&RECORD_ID=6506&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97277&RECORD_ID=6506&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97276&RECORD_ID=6506&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97275&RECORD_ID=6506&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
6508,1842636.27621832,6304563.36349618,Slunce,,kombinovaný,socha,Sochy,"Roman Wenzel, Jiří Půža",1989,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2197,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64703&RECORD_ID=6508&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64702&RECORD_ID=6508&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64701&RECORD_ID=6508&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64700&RECORD_ID=6508&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
6509,1843386.53619042,6304894.76362845,Vesmír,,kov,socha,Sochy,Eva Brožová,1985,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2198,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64691&RECORD_ID=6509&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64692&RECORD_ID=6509&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64690&RECORD_ID=6509&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6510,1843699.49980684,6305803.68625671,Tomáš Garrigue Masaryk,,,pomník,Pomníky a památníky,"L.Majerský, K. Volavý, J. Keith",1990,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=663,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64683&RECORD_ID=6510&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64682&RECORD_ID=6510&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,
6512,1853839.28052862,6297910.27672142,Památník padlých,,,pomník,Pomníky a památníky,,1924,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=23,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65488&RECORD_ID=6512&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65193&RECORD_ID=6512&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65271&RECORD_ID=6512&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65270&RECORD_ID=6512&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65268&RECORD_ID=6512&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
6519,1843999.45017478,6319863.42969274,Oběti 1 a 2. sv. války,,,pomník,Pomníky a památníky,,1923,V parku u autobusové zastávky,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=601,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153822&RECORD_ID=6519&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153826&RECORD_ID=6519&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153825&RECORD_ID=6519&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153824&RECORD_ID=6519&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153823&RECORD_ID=6519&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153821&RECORD_ID=6519&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
6526,1838404.36558828,6312051.34580453,Mládí a hry,,kámen,socha,Sochy,Sylva Lacinová a Z. Stárek,1987,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2196,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97570&RECORD_ID=6526&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97569&RECORD_ID=6526&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97568&RECORD_ID=6526&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6530,1846831.27330522,6314461.09152076,Postavy v doteku,,,socha,Sochy,Elisabeth Juan,1999,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1622,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97257&RECORD_ID=6530&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97258&RECORD_ID=6530&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=160039&RECORD_ID=6530&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97260&RECORD_ID=6530&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
