kod,nazev,popis_objektu,sloh,material,spravce,typ,druh,url_3d,autor_dila,rok_vytvoreni,umisteni,adresa_momc,adresa_ulice,adresa_cislo_domovni,adresa_cislo_orientacni,url_odkaz_enc,obr_id1,obr_id2,obr_id3,obr_id4,obr_id5,obr_id6,url_odkaz_katalog,datum_exportu,ObjectId,GlobalID,x,y
7199,Spravedlnost,,,bronz,Odbor kultury MMB,socha,Sochy,,Marius Kotrba,2010,Před budovou Nejvyššího správního soudu,Brno-střed,Moravské náměstí,611,6,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=894,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159402&RECORD_ID=7199&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159398&RECORD_ID=7199&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159401&RECORD_ID=7199&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159400&RECORD_ID=7199&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159399&RECORD_ID=7199&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,3/11/2025 12:00:00 AM,1121,e79c6f03-b784-4d6d-b1ec-999df7b1b324,1848693.25876798,6308436.68200346
8046,Základní kámen stavby,,,,,deska,Pamětní desky,,,1995,V areálu pivovaru,Brno-střed,Hlinky,160,12,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1337,,,,,,,,3/11/2025 12:00:00 AM,1122,3fbb2de9-7aee-4dc8-9159-364247f49610,1846901.7385429,6307444.43640425
6702,Jaroslav Rolenc,,,,Neurčeno,deska,Pamětní desky,,,1991,,Brno-Tuřany,V pískách,82,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=49,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63887&RECORD_ID=6702&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63886&RECORD_ID=6702&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63883&RECORD_ID=6702&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1123,021cb345-6cfb-4c34-b0c7-7e4ef8eaa852,1853834.90567264,6299411.3774306
7200,Tolerance a Obchod z pomníku císaře Josefa II.,,,,,pomník,Pomníky a památníky,,Antonín Břenek,1892,,Brno-střed,Lidická,1030,57,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=600,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99564&RECORD_ID=7200&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99563&RECORD_ID=7200&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99562&RECORD_ID=7200&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99561&RECORD_ID=7200&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1124,922c6267-0f0e-413d-9023-b2d95602330e,1848659.31745524,6309740.29238216
8047,Oběti první světové války,,,,,deska,Pamětní desky,,,1925,Upostřed areálu soběšického hřbitova,Brno-sever,,15,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=198,,,,,,,,3/11/2025 12:00:00 AM,1125,259f71b4-009e-4b52-9b1a-8000c556a894,1849999.54846464,6319398.38867777
6703,Osvobození Holásek RA,,,,Neurčeno,pomník,Pomníky a památníky,,,1948,,Brno-Tuřany,Rolencova,73,24,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=141,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63893&RECORD_ID=6703&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63895&RECORD_ID=6703&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63894&RECORD_ID=6703&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63890&RECORD_ID=6703&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1126,53b80ea1-a35b-4a23-8147-49bd99de30cb,1853871.0511113,6299432.22367866
8048,Kříž,Zdobený litinový kříž v kombinaci zlaté a černé,,,,kříž,Sakrální památky,,,1872,Uprostřed hřbitova na betonové cestičce,Brno-Slatina,Zelinkova,1355,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2250,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372096&RECORD_ID=8048&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372095&RECORD_ID=8048&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1127,76437238-5eea-4248-9b6b-defb71a544ae,1858166.97044855,6304947.56885057
7202,První Kaplanova turbína,,,,"Šmeral Brno a.s.,",deska,Pamětní desky,,,1969,Deska se nachází v soukromém areálu firmy Šmeral a.s.,Brno-střed,Křenová,261,65/c,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=516,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98132&RECORD_ID=7202&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98133&RECORD_ID=7202&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1128,b85b7804-8aa1-4fd1-9921-217d6f2b1829,1850685.13181259,6307672.19506251
8049,Padlí vojáci při osvobození Slatiny v roce 1945,,,,,pomník,Pomníky a památníky,,,2010,V blízkosti hřbitova a kostela,Brno-Slatina,Matlachova,1128,32,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=899,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372085&RECORD_ID=8049&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372084&RECORD_ID=8049&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372083&RECORD_ID=8049&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372082&RECORD_ID=8049&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1129,a13b846e-625c-45ce-a596-19f56f496e61,1858062.04069653,6305015.00199185
6706,MUDr. K. Svěrák,,,,Neurčeno,deska,Pamětní desky,,,,Na zdi vedle vchodu do ordinace,Brno-sever,Černopolní,215,20,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=81,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97423&RECORD_ID=6706&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97424&RECORD_ID=6706&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97422&RECORD_ID=6706&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1130,3476475e-ef86-4818-9ec6-acf5d8ac42c4,1849947.94074871,6309541.15236318
7207,Oběti 2. sv. války,,,,Neurčeno,deska,Pamětní desky,,,,Uvnitř budovy ZŠ Sirotkova,Brno-Žabovřesky,Sirotkova,371,36,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=588,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98599&RECORD_ID=7207&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,1131,1a80ee7d-22d7-491d-9346-7912d2bb0dd9,1845932.74690334,6310620.65057509
8050,Václav Podmela,Pomník oběti dopravní nehody.,,,,pomník,Pomníky a památníky,,,,Na okraji vozovky poblíž zastávky MHD,Brno-Slatina,Řípská,1181,18/a,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=163,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372088&RECORD_ID=8050&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372087&RECORD_ID=8050&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372086&RECORD_ID=8050&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1132,d2f0905d-62f6-4c68-bb69-2b16afe89565,1856931.07919787,6304564.65760351
8051,Kříž,,,,,kříž,Sakrální památky,,,1930,Naproti hasičské zbrojnice,Brno-Slatina,Tuřanka,1447,2/c,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1040,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372094&RECORD_ID=8051&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372093&RECORD_ID=8051&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1133,61e98f04-ebe3-4b49-abff-dc3595354f60,1857591.63792428,6304814.78163085
6707,"Kříž 1892, dar manž. Severových",,,,Odbor kultury MMB,kříž,Sakrální památky,,,1892,,Brno-sever,Merhautova,1026,159,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1155,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97469&RECORD_ID=6707&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97468&RECORD_ID=6707&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97467&RECORD_ID=6707&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97466&RECORD_ID=6707&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97465&RECORD_ID=6707&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,3/11/2025 12:00:00 AM,1134,117dd417-231a-4fb8-bfa1-b9c586f40497,1850827.99924707,6311453.48625581
7209,Pijící ptáci,,,,Hotel Continental,socha,Sochy,,Olbram Zoubek,1964,Před hotelem Continental,Brno-střed,Kounicova,272,15,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1248,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99870&RECORD_ID=7209&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99869&RECORD_ID=7209&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1135,ab88b743-5b02-4f3b-b38a-2a381fc1644f,1848345.26290781,6308951.71663282
8052,Sluneční hodiny,Svislé sluneční hodiny s šikmým ukazatelem,,,,hodiny,Sochy,,,,Na budově gymnázia,Brno-Řečkovice a Mokrá Hora,Terezy Novákové,936,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2113,,,,,,,,3/11/2025 12:00:00 AM,1136,323d38ed-07c1-4396-9059-b2f188ff81f4,1845527.86678337,6316788.4811041
7210,Kmen,,,,Masarykova univerzita,socha,Sochy,,Michal Gabriel,2001,Na nádvoří Filozofické fakulty,Brno-střed,Gorkého,63,14,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1336,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=158261&RECORD_ID=7210&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=158264&RECORD_ID=7210&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=158263&RECORD_ID=7210&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=158262&RECORD_ID=7210&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1137,25930ed5-a114-4b52-88b5-18ea9a4186e2,1847683.3460836,6308949.62113177
6708,Hudba,,,kámen,Odbor kultury MMB,socha,Sochy,,Jiří Marek,1969,,Brno-sever,náměstí SNP,1771,33,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=973,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97447&RECORD_ID=6708&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97446&RECORD_ID=6708&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=74777&RECORD_ID=6708&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1138,4eb07041-ce81-4db6-b294-4433df77bd66,1850187.31104976,6311870.84674949
8053,Misijní kříž,"Jednoduchý dřevěný misijní kříž, uvedeny dvě data misií 1948 a 2005",,,,kříž,Sakrální památky,,,,U zdi kostela,Brno-Řečkovice a Mokrá Hora,Palackého náměstí,2050,9/a,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1150,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372059&RECORD_ID=8053&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372058&RECORD_ID=8053&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1139,169283bd-d724-47eb-9a63-4e7f812db6dc,1845864.40786794,6317615.88982164
6709,Kříž 1892,,,,,kříž,Sakrální památky,,,1892,,Brno-sever,Písečník,1420,15/a,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1601,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=67346&RECORD_ID=6709&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=67347&RECORD_ID=6709&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=67345&RECORD_ID=6709&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1140,0145c24a-2af1-40cf-80b9-ed7d08e36385,1851175.97284334,6312216.93591379
6711,Památce židovských transportů,,,,Neurčeno,deska,Pamětní desky,,Miloš Axman,1965,Vlevo od vchodu do školy,Brno-sever,Jugoslávská,588,18,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=118,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97438&RECORD_ID=6711&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97439&RECORD_ID=6711&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1141,d4778697-ae6b-486d-8394-d25c638605bc,1850587.92763323,6309725.00913899
7211,Žena s klasy,Plastika je součástí vodního prvku - fontány,,,Neurčeno,socha,Sochy,,Vincenc Makovský,,Před budovou Domu umění,Brno-střed,Malinovského náměstí,652,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1276,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152055&RECORD_ID=7211&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152053&RECORD_ID=7211&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152054&RECORD_ID=7211&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152052&RECORD_ID=7211&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1142,0fd67c24-2d86-4a3d-9bfd-9fe9a20651a2,1849575.47686446,6308219.95846418
6712,Vlna,,,kámen,Odbor kultury MMB,socha,Sochy,,Miloš Axman,,,Brno-sever,Bieblova,1768,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=852,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97445&RECORD_ID=6712&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97444&RECORD_ID=6712&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97443&RECORD_ID=6712&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1143,ab64edbf-c5b5-4c1a-9e13-a485511fd409,1850180.28678989,6311767.4505345
7212,Pohostinnost,,,,Neurčeno,socha,Sochy,,Sylva Lacinová,1962,U hotelu International,Brno-střed,Veselá,166,18,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=877,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153333&RECORD_ID=7212&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153331&RECORD_ID=7212&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153330&RECORD_ID=7212&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153329&RECORD_ID=7212&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153328&RECORD_ID=7212&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153327&RECORD_ID=7212&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,3/11/2025 12:00:00 AM,1144,54a59557-edcf-4995-a6f2-f1ff19abd449,1848503.715071,6308125.49927263
6713,Kříž (1870),,,,,kříž,Sakrální památky,,,1870,,Brno-Královo Pole,Mojžíšova,1288,11,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1300,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64424&RECORD_ID=6713&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64426&RECORD_ID=6713&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64425&RECORD_ID=6713&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64423&RECORD_ID=6713&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64422&RECORD_ID=6713&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,3/11/2025 12:00:00 AM,1145,ed26c8ea-43c5-416f-84d3-243977895346,1848037.14168924,6313740.59950738
7213,Adolf Midloch,,,kámen,,pomník,Pomníky a památníky,,,1929,"Na konci lesní pěšiny, která odbočuje z ul. Midlochova, po pravé straně",Brno-Útěchov,,6,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=656,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153396&RECORD_ID=7213&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153395&RECORD_ID=7213&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1146,2365e2e0-f465-406a-a7a2-964a795f2379,1851110.85094123,6323351.35686584
6714,Kříž od Fr. Bartošové (1887),,,,,kříž,Sakrální památky,,,1887,,Brno-Královo Pole,Zaječí hora,260,2,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1299,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64416&RECORD_ID=6714&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64419&RECORD_ID=6714&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64418&RECORD_ID=6714&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64417&RECORD_ID=6714&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64415&RECORD_ID=6714&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,3/11/2025 12:00:00 AM,1147,668de8ea-0941-48c0-b242-6fbfdcd9d89e,1848397.42722119,6313630.87329181
6717,Spořivost,,,,Soukromý vlastník,socha,Sochy,,,,,Brno-Královo Pole,Charvatská,2246,44,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65360&RECORD_ID=6717&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65364&RECORD_ID=6717&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65361&RECORD_ID=6717&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65359&RECORD_ID=6717&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1148,d56e1dc4-4d7f-4dd2-8fc9-6134d33dd99a,1847030.33481866,6312743.92816163
8054,Kříž,"Kamenný kříž s postavou Ježíše Krista; obklopen záhonem růží, který je obehnán ohrádkou; na podstavci je vyryt nápis; opraveno 1900, restaurováno 1997",,,,kříž,Sakrální památky,,,1780,U zdi kostela,Brno-Řečkovice a Mokrá Hora,Palackého náměstí,24,20,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1151,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372061&RECORD_ID=8054&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372060&RECORD_ID=8054&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1149,ba74bc30-3eaf-49c4-ae4e-2b310d7a006f,1845893.87413715,6317612.30845491
7214,Lesní katedrála,,,,Neznámý,socha,Sochy,,Zdeněk Macháček,,,Brno-Bystrc,Foltýnova,1008,21,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2195,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153426&RECORD_ID=7214&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153427&RECORD_ID=7214&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1150,76fb2f62-1b49-419b-b74b-80a72c159ac1,1837543.99950783,6311643.7584935
6718,Dr. Miroslav Tyrš,Na kvádrovém podstavci ze šedé žuly socha muže v životní velikosti v sokolském kroji se šavlí v pravé ruce,,,,pomník,Pomníky a památníky,,Václav Hynek Mach,1938,,Brno-Královo Pole,Srbská,116,4,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=718,,,,,,,,3/11/2025 12:00:00 AM,1151,406d9b30-caa3-418f-9288-ec6cf679f2a5,1846891.40809415,6313022.70880562
7216,Křídla,,,kov,Neznámý,socha,Sochy,,Sylva Lacinová,1983,U autobusového nádraží Zvonařka,Brno-střed,Zvonařka,470,2/b,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2194,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=163053&RECORD_ID=7216&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=163055&RECORD_ID=7216&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=163054&RECORD_ID=7216&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1152,21799b35-623c-4036-8c13-7d9e76367507,1849668.60675046,6306507.49001051
8055,Pamětní deska,Pamětní deska dokončení druhé etapy dostavby cyklotrasy Brno - Vídeň,,,,deska,Pamětní desky,,,2015,V blízkosti Přízřenického mostu u soutoku Svitavy a Svratky,Brno-jih,U Parkové dráhy,331,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2255,,,,,,,,3/11/2025 12:00:00 AM,1153,6a059f34-59b3-46d4-a198-96b97be671f8,1851066.35654076,6298831.61712088
6719,U lípy svobody,,,,Neurčeno,smírčí kámen,Sakrální památky,,,,,Brno-Královo Pole,Ruská,1356,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=907,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97263&RECORD_ID=6719&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97264&RECORD_ID=6719&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65369&RECORD_ID=6719&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1154,7850d0b6-8271-40f2-aed8-e071eddf0acd,1846825.40676806,6312772.75006637
